SMILES,alpha,beta,delta,gamma
C[C@H](Nc1ncnc(N)c1C#Cc1ncccn1)c1nc2cccc(Cl)c2c(=O)n1-c1ccccc1,1,1,1,1
COc1ncc(N2CCOCC2)cc1S(=O)(=O)N(C)c1ccnc(-c2ccc(CN3CCN(C(C)C)CC3)cc2F)c1,0,0,0,0
COCC(=O)NC1CCCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)C1,1,0,1,0
C[C@H]1Cc2ccccc2N1C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,0,1,1,0
CNC(=O)NC1CCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)C1,1,1,1,1
CC(C)(C)NS(=O)(=O)c1cncc(-c2ccn3nc(N)nc3c2)c1,0,0,0,1
CS(=O)(=O)N1CCc2c(-c3cnc(N)nc3)nc(N3CCOCC3)nc21,1,1,1,1
O=C([C@@H]1CCCN1)N1CCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1,0,1,1,0
OCCNc1nc(N2CCOCC2)nc(-n2c(C(F)F)nc3ccccc32)n1,1,1,1,1
Cc1cccc2nc([C@H](C)Nc3ncnc(N)c3C#Cc3cnccn3)n(-c3cncc(F)c3)c(=O)c12,1,1,1,1
CC1(C)Cc2nc(N3CCOc4ccc(Br)cc43)sc2C(=O)N1,0,0,1,1
NC(=O)[C@H]1CCCN1C(=O)c1ccc2nc(Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)[nH]c2c1,0,0,0,0
O=C1NC(=O)/C(=C\c2ccc3c(c2)OC(F)(F)O3)S1,0,0,0,1
CC(=O)c1ccc(-c2sc(NC(=O)NCCC(=O)NC(C)(C)C)nc2C)cc1,0,1,1,1
Nc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1O,1,0,1,1
Cc1cccc2c1CCN2C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,1,1,1,0
CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2sc(CN3CCN(C4CCCC4)CC3=O)cc2n1,1,1,1,1
CC1(C)CC(=O)c2sc(N3CCOC[C@@H]3Cc3c[nH]c4ccccc34)nc2C1,1,0,1,1
C[C@H](Nc1ncnc(N)c1C#CC1CCCCC1)c1nc2cccc(Cl)c2c(=O)n1-c1ccccc1,1,1,1,1
O=c1cc(N2CCOCC2)nc2n(Cc3cccc(Cl)c3)ccn12,0,1,1,0
O=c1cc(N2CCOCC2)nc(Cc2nc3c(Br)cccc3o2)[nH]1,0,1,0,0
CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,0,0,0,0
CN1CCN(c2ccc(NC(=O)Nc3ccc(-c4nc(N5CC6CCC(C5)O6)c5cnn(CC(F)(F)F)c5n4)cc3)cc2)CC1,1,0,1,0
CNC(=O)c1ccc(-c2cnc3cnc(C(=O)N(C)c4ccc(Cl)cc4)cn23)cc1,0,0,0,0
CN1CCN(c2nc3ccccc3cc2Cn2nc(-c3ccc4nc(N)sc4c3)c3c(N)ncnc32)CC1,1,1,1,1
COc1ccc(Nc2cnccc2-c2nc(C)nc(N)n2)cn1,1,1,1,1
Cc1c(-c2ccccn2)nc2cc(F)ccc2c1N1CC(C)(C)c2ncc(-c3ccnc(N)n3)cc21,1,1,1,1
O=C1NCc2c1cc(OC1CN(C(=O)C3CC3)C1)cc2-c1ccc(OC(F)F)nc1,0,0,1,0
N#CCCCCn1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,1,1,1,1
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,1,1,1,1
CC(=O)Nc1nc(C)c(-c2ccc(S(C)(=O)=O)c(C#N)c2)s1,1,1,1,1
Oc1cc([C@H]2C3CCC(CC3)[C@@H]2Nc2nc(-c3c[nH]c4ncc(F)cc34)ncc2F)on1,0,0,0,1
COc1cc(F)c2[nH]c(-c3c(C)nn(C)c3C)c(/C=C3/Oc4ccc(NC(=O)Nc5ccc(C(=O)N(C)CCN(C)C)cc5)cc4C3=O)c2c1,1,1,1,1
O=C1NCc2c1cc(-c1cccc(F)c1)cc2-c1cc(O)cc(F)c1,0,1,1,0
Cn1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,1,0,1,1
O=C(C[C@@H]1CCCN1)N1CCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1,0,1,1,0
CN(C)CC(=O)N1CCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1,0,0,1,0
CC(=O)N(C)C1CCCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)C1,1,0,1,1
CCc1cn2c(=O)cc(N3CCOCC3)nc2n1Cc1cccc(C(F)(F)F)c1C,0,1,1,0
COc1ncc(N2CCOCC2)cc1S(=O)(=O)Nc1ccnc(-c2ccc(CN3CCCCC3)cc2F)c1.O=CO,0,0,0,0
COc1ccccc1-n1c(CSc2ncnc3[nH]cnc23)nc2cccc(Cl)c2c1=O,0,0,1,0
Cc1c(Cn2c(C)cn3c(=O)cc(N4CCOCC4)nc23)cccc1C(F)(F)F,0,0,1,1
Nc1ncnc2c1c(-c1ccc3occc3c1)nn2C1CCCC1,0,0,1,1
COc1ccc(Nc2ncc(N3CCOCC3)cc2-c2nc(C)nc(N)n2)cn1,1,1,1,1
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1CCCC1,1,1,1,1
Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21,0,0,0,0
O=c1cc(N2CCOCC2)nc2n(Cc3cccc(F)c3)ccn12,0,1,1,0
COc1ncc(N2CCOCC2)cc1S(=O)(=O)Nc1ccnc(-c2ccc(CN3CCN(C4COC4)CC3)cc2F)c1.O=CO.O=CO.O=CO,0,0,0,0
C[C@@H](Nc1cccc(F)c1)c1cc(C(=O)NCCO)cc2ncc(N3CCOCC3)nc12,0,1,1,0
CNC(=O)c1nc(-c2cccc(S(=O)(=O)Nc3ccccc3)c2)cnc1N,1,0,0,1
COc1ncc(N2CCOc3ccc(CN(C)C)cc32)cc1NS(C)(=O)=O,0,0,1,0
COc1ccc(-c2nn(C3CCC3)c3ncnc(N)c23)cc1OC,1,1,1,1
CC(=O)Nc1nc(C)c(-c2cnc(Cl)c(NS(=O)(=O)c3ccccc3)c2)s1,1,1,1,1
CCc1cc(-c2c[nH]c3ncc(-c4cnn(CCN(C)C)c4)cc23)nc(N)n1,0,0,0,0
CS(=O)(=O)c1cncc(-c2cc(Cl)c3nc(N)nn3c2)c1,0,0,0,0
CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCOCC2)c(=O)n4C)cn1,0,0,1,0
COCCNC(=O)c1cc(C(C)Nc2cc(F)cc(F)c2)c2oc(N3CCOCC3)cc(=O)c2c1,0,1,1,1
Cc1cc([C@H](C)Nc2ccccc2C(=O)O)c2nc(N3CCOCC3)cc(=O)n2c1,1,0,0,1
CC(C)n1nc(-c2cccc(CO)c2)c2c(N)ncnc21,0,0,1,1
CNC(=O)c1nc(-c2cccc(S(=O)(=O)Nc3cccc(F)c3F)c2)cnc1N,0,0,0,1
Cc1nc(NC(=O)[C@@H](N)CC(C)C)sc1-c1cnc(Cl)c(NS(=O)(=O)c2ccccc2)c1,1,1,1,1
COc1ccc2c(c1)nc(C(F)F)n2-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,0,0,1,0
COc1ncc(-c2ccc3ncnc(-c4cccc(C(=O)N5CCN(C)CC5)c4)c3c2)cc1C(F)(F)F,1,1,1,0
CC1(C)CC(=O)c2sc(N3CCOC[C@H]3c3ccccc3)nc2C1,0,0,0,0
CCOc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1O,1,0,1,1
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,0,0,0,0
Nc1nc2cc(-c3nn(CC4CCCO4)c4ncnc(N)c34)ccc2o1,1,0,1,1
Cc1nn(-c2ccccc2)nc1Cn1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,0,0,1,0
COc1ncc(-c2cc(OC3CCOCC3)c3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,1,1,1,1
COc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,0,0,1,0
C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C1,0,0,0,0
CNC(=O)NC1CCCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)C1,1,0,1,1
COc1ncc(-c2ccc3ncnc(-c4cccc(C(=O)N5CCN(C(C)=O)CC5)c4)c3c2)cc1C(F)(F)F,1,0,1,0
C[C@H](Nc1ncnc(N)c1C#Cc1ccc(F)cn1)c1nc2cccc(Cl)c2c(=O)n1N1CCNCC1,1,1,1,1
Cc1ccc2c(c1)-c1nc3cc([N+](=O)[O-])ccc3n1CCO2,1,1,0,0
Cc1nc(-c2cccnc2Nc2cccc3[nH]ccc23)c2[nH]cnc2n1,1,1,1,1
Cc1ccccc1S(=O)(=O)Nc1cc(-c2sc(NC(=O)[C@@H](N)C(C)C)nc2C)cnc1Cl,1,1,1,1
Nc1cccc(-c2n[nH]c3ncnc(N)c23)c1,0,0,0,0
CN(C)C(=O)c1cc(C2CCCN2c2cc(F)cc(F)c2)c2nc(N3CCOCC3)cnc2c1,1,1,1,0
Nc1nc2cc(-c3cncc(S(N)(=O)=O)c3)ccn2n1,0,0,0,1
Cc1nc(NC(=O)[C@@H](N)C(C)C)sc1-c1cnc(Cl)c(NS(=O)(=O)c2ccccc2Cl)c1,1,1,1,1
O=C(Nc1ccncc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3C4CCC3COC4)n2)cc1,1,1,1,1
COc1ncc(N2CCOCC2)cc1S(=O)(=O)N(c1ccnc(-c2ccc(CN3CCN(C(C)C)CC3)cc2F)c1)C(C)C,0,0,0,0
CN(C)C[C@@]1(C(N)=O)CCCN1C(=O)Nc1nc2c(s1)-c1nc(C(C)(C)C)ncc1CC2,1,0,1,0
C[C@@H]1CCN(C(=O)Nc2nc3c(s2)-c2nc(C(C)(C)C)sc2CC3)[C@@H]1C(N)=O,1,0,1,1
CCSc1ccc(-c2ccc3nc(N)sc3c2)cn1,0,0,0,1
COc1ccc(-c2nn(C[C@@H](C)CO)c3ncnc(N)c23)cc1OC,0,0,1,0
CC(C)n1nc(-c2ccc3cc[nH]c3c2)c2c(N)ncnc21,0,0,1,0
C[C@H](Nc1ncnc(N)c1C#Cc1ccc(N)cn1)c1nc2cccc(Cl)c2c(=O)n1-c1ccccc1,1,1,1,1
Cc1c(Cn2cnc(=O)c3sc(N4CCOCC4)nc32)cccc1C(F)(F)F,0,1,1,0
Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,0,0,0,0
COc1ccc(Nc2ncc(CC3CCN(S(C)(=O)=O)CC3)cc2-c2nc(C)nc(N)n2)cn1,1,1,1,1
Nc1ncnc2c1c(-c1cccc(OC[C@@H]3CCCO3)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1,0,0,0,0
CC(C)n1nc(-c2cc3ccccc3nc2Cl)c2c(N)ncnc21,0,0,0,0
CC1Cc2cc(F)ccc2N1C(=O)Cc1nc(N2CCOCC2)sc1C(=O)O,0,1,1,0
COC[C@H]1OC(=O)/C(=C/N(C)CCCN(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,1,1,1,0
Cc1cc2ncnn2cc1Nc1ncc2c(n1)n(C1CCOCC1)c(=O)n2C,0,0,0,1
CCn1cc(-c2ccc3nc(N)sc3c2)cn1,0,0,0,0
COc1ccc(-c2c(C)nn3c(NCCNC(=O)C(C)C)cc(C)nc23)cc1OC,0,0,0,0
Cc1cccc2nc([C@H](C)Nc3ncnc(N)c3C#Cc3ncccn3)n(-c3ccccc3)c(=O)c12,1,1,1,1
O=c1cc(N2CCOCC2)nc2n(Cc3cccc(Cl)c3Cl)c3ccccc3n12,0,1,1,0
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccc(F)c(Cl)c1,0,1,1,0
N#Cc1c(N)ncnc1N1[C@H](c2nc3cccc(Cl)c3c(=O)n2-c2cc(F)cc(F)c2)C[C@@H]2CCCC[C@@H]21,1,1,1,1
CNCc1ccc(-c2ccc3nc(N)sc3c2)cn1,0,0,0,0
COCC(=O)N(C)C1CCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)C1,1,1,1,1
C[C@H](Nc1ncnc(N)c1C#Cc1ccc(F)cn1)c1nc2c(F)ccc(F)c2c(=O)n1-c1cc(F)cc(F)c1,1,1,1,1
O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl,0,0,0,0
O=C1NCc2c1cc(OC1CN(C(=O)C3CC3)C1)cc2-c1cnc(Cl)c(OC(F)F)c1,0,0,1,0
CC1(C)CC(=O)c2sc(N3CCOC[C@H]3Cc3ccccc3)nc2C1,0,0,0,0
CS(=O)(=O)NC1CCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)CC1,0,1,1,1
CS(=O)(=O)NC1CCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)C1,1,1,1,1
Cc1c(Cn2c(Cc3ccccc3)nc(=O)c3sc(N4CCOCC4)nc32)cccc1C(F)(F)F,0,1,1,0
FC(F)(F)c1nncn1C1CCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)CC1,0,1,1,0
CCC(CC)n1cnc2c(-c3cnc(N)cn3)nc(N3CC4CCC(C3)O4)nc21,0,0,0,0
CC(Nc1ccc(F)c(F)c1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,0,1,1,0
N#CCc1ccc(Nc2ncnc3ccc(-c4ccccc4)cc23)cc1,1,0,0,0
Cc1ccc(Nc2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)nn1,1,1,1,1
COc1cc(-c2nn(C3CCCC3)c3ncnc(N)c23)ccc1N,1,0,1,1
COc1nc(=O)c2sc(N3CCOCC3)nc2n1Cc1cccc(Cl)c1C,0,1,1,1
NC(=O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2cc(F)ccc21,0,1,1,0
Nc1ncc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)c(C(F)(F)F)n1,1,1,1,1
c1cc(-c2ccc3cn[nH]c3c2)c2cc[nH]c2c1,0,0,0,0
Cc1ccc(S(=O)(=O)Nc2cc(-c3sc(NC(=O)[C@@H](N)C(C)C)nc3C)cnc2Cl)cc1,1,1,1,1
CNc1ncc(-c2ccnc(Nc3ccncc3)n2)c(CC2CC2)n1,0,0,0,0
CC1(C)CC(=O)c2sc(N3CCOc4ccc(Br)cc43)nc2C1,0,0,1,1
C[C@H](Nc1ncnc(N)c1C#Cc1ncccc1F)c1nc2cccc(Cl)c2c(=O)n1-c1ccccc1,1,1,1,1
NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H]1CCCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)C1,1,1,1,0
Cc1ccccc1-n1c(Cn2nc(-c3ccc(O)c(F)c3)c3c(N)ncnc32)nc2cccc(C)c2c1=O,0,1,1,1
O=C(O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2c(Cl)cccc21,0,0,1,0
Cc1ccc(C)c(S(=O)(=O)N2CCN(Cn3cc4c(=O)oc5ccccc5c4n3)CC2)c1,1,1,0,1
CCOc1cc2c(c(-c3cnc(OC)c(NS(C)(=O)=O)c3)c1)CNC2=O,0,1,1,0
CC1(C)CC(=O)c2sc(-c3ccncc3)nc2C1,0,0,0,0
Nc1ncnc2[nH]nc(-c3ccc(Oc4ccccc4)cc3)c12,0,0,0,0
COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,0,0,0,0
Nc1ncnc2c1c(-c1cc3cc(O)cc(Cl)c3[nH]1)nn2C1CCOCC1,1,1,1,1
CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(NC(=O)NCC(=O)N4CCOCC4)nn3c2)c1,1,1,1,1
C[C@H](NC(=O)c1ccc2nc(Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)[nH]c2c1)C(N)=O,0,0,0,0
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3ccccc3Cl)c2)cnc1N,1,0,0,1
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccc(F)c(F)c1,0,1,1,0
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2c(-c3cccnc3)cccc21,1,1,1,0
O=C(Nc1cc(-c2ccc(O)cc2)cc2[nH]ncc12)c1ccccn1,0,0,1,0
Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C2CCC2)n1,1,0,0,1
COc1ncc(N2CCOCC2)cc1S(=O)(=O)Nc1ccnc(-c2ccc(CN3CCC(C)C3)cc2F)c1,0,0,0,0
C[C@H](Nc1ncnc(N)c1C#Cc1cc(C(N)=O)ccn1)c1nc2cccc(Cl)c2c(=O)n1-c1ccccc1,1,1,1,1
NC(=O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2cc(Cl)ccc21,0,1,0,0
CC(=O)Nc1ccc(Nc2nc3ccccc3n2-c2nc(C)nc(N)n2)cc1,1,1,1,1
COc1ccc(-c2cccc(CNc3ccc(S(=O)(=O)Nc4nnc(C)s4)cc3)c2)cn1,1,1,1,1
C=CC(=O)Nc1cc(Nc2ncnc3ccc(-c4cnc5ccccc5c4)cc23)ccc1C,1,0,1,0
Nc1nc2cc(-c3nn(C4CCC(N5CCOCC5)CC4)c4ncnc(N)c34)ccc2o1,0,0,1,0
C[C@H](Nc1ncnc(N)c1C#Cc1ccc(C(N)=O)cn1)c1nc2cccc(Cl)c2c(=O)n1-c1ccccc1,1,1,1,1
Nc1nc2ccc(-c3cnccn3)cc2s1,0,0,0,0
C[C@H](Nc1ncnc(N)c1C#Cc1ncccn1)c1nc2cccc(Cl)c2c(=O)n1-c1cccnc1,1,1,1,1
C[C@H](Nc1ncnc(N)c1C#Cc1ccc(F)cn1)c1nc2cccc(F)c2c(=O)n1-c1cccc(F)c1,1,1,1,1
C[C@@H](Nc1ccc(F)c(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,0,1,1,0
CS(=O)(=O)Nc1cc(-c2ccncc2)cnc1Cl,0,1,1,0
CC(=O)N[C@@H]1CCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)C1,1,0,1,1
CC(=O)N(C)[C@H]1CCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)C1,1,1,1,1
CN(C)Cc1ccc2c(c1)N(c1nc3c(s1)C(=O)NC(C)(C)C3)CCO2,0,0,0,0
Cc1c(Cc2c(CO)nc3c(C(=O)O)cc(N4CCOCC4)nn23)cccc1C(F)(F)F,0,1,1,0
COc1ncc(-c2ccc3ncnc(N[C@H]4CCN(C(=O)C5CCOCC5)C4)c3c2)cc1[N+](=O)[O-],1,1,1,1
O=c1cc(N2CCOCC2)nc(Cc2nc3cc(F)ccc3[nH]2)[nH]1,0,1,1,0
Cn1c(=O)c2c(ncn2C)n(C)c1=O,0,0,0,0
Cn1c(=O)c2[nH]cnc2n(C)c1=O,0,0,0,0
COCC(=O)NC1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,1,0,1,0
Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1csc(CC2CC2)n1,1,0,0,0
NC(=O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2c(Br)cccc21,0,1,1,0
CC(C)n1nc(-c2ccc3cnccc3c2)c2c(N)ncnc21,0,0,0,0
COc1ccc(Cl)c(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccc(NC(=O)C(C)(C)N)c2)c1,1,1,1,1
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccc(Cl)cc1,0,1,0,0
CC(=O)NCc1ccc2c(c1)OCCc1sc(-c3ncnn3C(C)C)nc1-2,1,1,1,1
N#Cc1c(N)ncnc1N1CCC[C@H]1c1nc2cccc(F)c2c(=O)n1C1CCCC1,0,0,1,1
CCCC1CC(=O)c2sc(N3CCOCC3)nc2C1,0,0,0,0
CC(=O)N[C@H]1CCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)C1,1,0,1,1
CC[C@H](Nc1ncnc(N)c1C#Cc1cnccn1)c1nc2cccc(C(F)F)c2c(=O)n1-c1cc(F)cc(F)c1,1,1,1,1
Cc1nn2c(C(N)=O)cc(N3CCOCC3)nc2c1Cc1cccc(C(F)(F)F)c1C,0,0,1,0
Cc1ccc(F)c2nc([C@H](C)Nc3ncnc(N)c3C#Cc3cnccn3)n(-c3cccc(C#N)c3)c(=O)c12,1,1,1,1
CS(=O)(=O)NC1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)C1,1,0,1,0
Cc1nc(NCCC#N)nc(-n2c(Nc3cc[nH]n3)nc3ccccc32)n1,0,0,0,0
COc1ncc(-c2cc3c(C)nc(N)nc3s2)cc1NS(=O)(=O)c1ccc(F)cc1F,1,1,1,1
CC1(C)CN(C(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)c2ccccc21,0,1,1,0
Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3ccccc3ncc21,0,0,0,0
Cn1nc(-c2ccc3cc[nH]c3c2)c2c(N)ncnc21,0,0,1,0
CN(C1CCCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)C1)S(C)(=O)=O,1,0,1,1
CC[C@H](Nc1ncnc(N)c1C#Cc1cnccn1)c1nc2cccc(C)c2c(=O)n1-c1cc(F)cc(F)c1,1,1,1,1
CNC(=O)NC1CCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)CC1,0,0,1,0
Nc1nc2cc(-c3nn(CC4OCCO4)c4ncnc(N)c34)ccc2o1,1,0,1,1
COc1ccc(C#Cc2c(N)ncnc2N[C@@H](C)c2nc3c(Cl)ccc(Cl)c3c(=O)n2-c2ccccc2)nc1,1,1,1,1
CC(C)n1nc(-c2cc(O)cc(Br)c2)c2c(N)ncnc21,1,1,1,1
Cc1nc(NC(=O)[C@@H](N)Cc2ccccc2)sc1-c1cnc(Cl)c(NS(=O)(=O)c2ccccc2)c1,1,1,1,1
COc1cnc(Nc2ccc(OC)nc2)c(-c2nc(C)nc(N)n2)c1,1,1,1,1
COCC(=O)N(C)C1CCCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)C1,1,0,1,0
C[C@H](Nc1ncnc(N)c1C#CC(C)(C)O)c1nc2cccc(Cl)c2c(=O)n1-c1cc(F)cc(F)c1,1,1,1,1
COc1ncc(-c2ccc3ncnc(NCCN4CCOCC4)c3c2)cc1C#N,1,1,1,1
C[C@@H]1CN(c2cc(=O)c3cc(C(=O)N(C)C)cc(CN(C)c4cc(F)cc(F)c4)c3o2)CCO1,1,1,1,1
CC(=O)NC1CCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)C1,1,1,1,1
CNC(=O)CCNc1nc(N2CCOCC2)nc(-n2c(C(F)F)nc3ccccc32)n1,1,1,1,1
CC(C)CCn1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,0,0,0,0
CCN(c1ccnc(-c2ccc(CN3CCN(C(C)C)CC3)cc2F)c1)S(=O)(=O)c1cc(N2CCOCC2)cnc1OC,0,0,0,0
CN(C)CCNC(=O)Nc1nc2ccc(-c3cncc(S(=O)(=O)NC(C)(C)C)c3)cn2n1,0,1,0,1
Cc1c(CN2CCN(C(=O)[C@H](C)N)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,1,1,1,1
C[C@H](Nc1ncnc(N)c1C#Cc1cnccn1)c1nc2cccc(Cl)c2c(=O)n1-c1cccc(CNS(C)(=O)=O)c1,1,1,1,1
Oc1cc(N2CCOCC2)nc2c(Cc3cccc(Cl)c3Cl)c(C(F)(F)F)nn12,1,0,1,1
Cc1nn2c(O)cc(N3CCOCC3)nc2c1Cc1cccc(C(F)(F)F)c1C,1,0,1,1
CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc(CO)c4)nc(N4CCOCC4)c3s2)CC1,1,1,1,1
CC(C)n1cc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc21,1,0,1,1
COc1c(Cl)cc2c([nH]c3cnccc32)c1NC(=O)c1cccnc1C,0,0,0,0
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3ccccc3)c2)cnc1N,1,1,1,1
C[C@H](Nc1ncnc(N)c1C#Cc1cnccn1)c1nc2cccc(F)c2c(=O)n1-c1cccnc1,1,1,1,1
COCCOn1ccc(-c2ccc3nc(N)sc3c2)cc1=O,0,0,0,0
COc1ncc(-c2ccc3ncnc(N[C@H]4CCCN(C(=O)c5coc([N+](=O)[O-])c5)C4)c3c2)cc1C#N,1,1,1,1
O=C1NCc2c1cccc2-c1cc(O)cc(F)c1,0,0,1,0
CCCNS(=O)(=O)c1cncc(-c2ccn3nc(N)nc3c2)c1,0,0,0,1
CC(=O)N(C)CCNc1nc(N2CCOCC2)nc(-n2c(C(F)F)nc3ccccc32)n1,1,1,1,1
Cc1nc(N)nc(-c2cccnc2Nc2cccc(O)c2)n1,1,1,1,1
CCc1ccnc(C#Cc2c(N)ncnc2N[C@@H](C)c2nc3cccc(Cl)c3c(=O)n2-c2ccccc2)c1,1,1,1,1
Cc1nc(NC(=O)[C@H](C)N)sc1-c1cncc(NS(=O)(=O)c2ccccc2)c1,1,1,1,1
COc1cccc2cc(-c3nn(C4CCOCC4)c4ncnc(N)c34)[nH]c12,1,1,1,1
CC[C@H](Nc1nc(N)nc(N)c1C#N)c1nc2cccc(NCc3ccc(C(=O)NO)cc3)c2c(=O)n1-c1ccccc1,1,1,1,1
COc1ccc(Nc2ncc(CN3CCNCC3)cc2-c2nc(C)nc(N)n2)cn1,1,1,1,1
c1ccc2ncc(-c3ccc4ncncc4c3)cc2c1,1,0,0,0
COCCn1c(Cc2nc(N3CCOCC3)cc(=O)[nH]2)nc2cc(F)ccc21,0,1,1,0
CC1(C)CC(=O)c2sc(N3CCOC[C@@H]3Cc3csc4ccccc34)nc2C1,1,0,1,1
COC[C@@H](Nc1ncnc(N)c1C#Cc1ccc(F)cn1)c1nc2cccc(Cl)c2c(=O)n1-c1cc(F)cc(F)c1,1,1,1,1
O=S(=O)(Nc1cc(-c2ccc3ncc(NCCN4CCOCC4)nc3c2)cnc1Cl)c1ccc(F)cc1,1,1,1,1
CC1(C)CC(=O)c2sc(N3CCCCC3)nc2C1,0,0,0,0
